movie_title,genres,gross,imdb_score,director_name,actor_1_name,actor_2_name,actor_3_name,,,
City of Angels,Drama Fantasy Romance,78745923,6.7,Brad Silberling,Nicolas Cage,Andre Braugher,Colm Feore,,,
Bowfinger,Comedy,66365290,6.4,Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,,,
Stargate            ,Action Adventure Drama Sci-Fi,,8.4,,Christopher Judge,Don S. Davis,Gary Jones,,,
Kill Bill,Action Crime Drama Thriller,66207920,8,Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen,,,
Tango & Cash,Action Comedy Crime Thriller,63408614,6.3,Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,,,
Death Becomes Her,Comedy Fantasy Horror,58422650,6.4,Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,,,
Shanghai Noon,Action Adventure Comedy Western,56932305,6.6,Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,,,
Executive Decision,Action Adventure Thriller,68750000,6.4,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,,,
Mr. Popper's Penguins,Comedy Family Fantasy,68218041,6,Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,,,
The Forbidden Kingdom,Action Adventure Fantasy,25040293,6.6,Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,,,
Free Birds,Adventure Animation Comedy Family,55747724,5.9,Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,,,
Alien 3,Action Horror Sci-Fi,55473600,6.4,David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,,,
Evita,Biography Drama History Musical,49994804,6.3,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,,,
Ronin,Action Adventure Crime Thriller,41609593,7.3,John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale,,,
The Ghost and the Darkness,Adventure Drama Horror Thriller,38553833,6.8,Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri,,,
Paddington,Animation Comedy Family Fantasy,76137505,7.2,Paul King,Julie Walters,Matt Lucas,Sally Hawkins,,,
The Watch,Action Comedy Sci-Fi,34350553,5.7,Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,,,
The Hunted,Action Crime Drama Thriller,34238611,6,William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,,,
Instinct,Drama Thriller,34098563,6.5,Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,,,
Stuck on You,Comedy,33828318,5.8,Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel,,,
Semi-Pro,Comedy Sport,33472850,5.8,Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh,,,
The Pirates! Band of Misfits,Adventure Animation Comedy Family,31051126,6.7,Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,,,
Changeling,Crime Drama Mystery Thriller,35707327,7.8,Clint Eastwood,Angelina Jolie Pitt,Michael Kelly,Colm Feore,,,
Chain Reaction,Action Drama Sci-Fi Thriller,20550712,5.6,Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,,,
The Phantom of the Opera,Drama Musical Romance Thriller,51225796,7.4,Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson,,,
Elizabeth: The Golden Age,Biography Drama History War,16264475,6.9,Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Mollà,,,
Gods and Generals,Drama History War,12870569,6.3,Ron Maxwell,Billy Campbell,Bruce Boxleitner,John Castle,,,
Turbulence,Action Thriller,11466088,4.7,Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,,,
Imagine That,Comedy Drama Family Fantasy,16088610,5.6,Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,,,
Muppets Most Wanted,Adventure Comedy Crime Family Musical,51178893,6.4,James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,,,
Thunderbirds,Action Adventure Comedy Family Sci-Fi,6768055,4.2,Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,,,
Burlesque,Drama Music Musical Romance,39440655,6.4,Steve Antin,Eric Dane,Peter Gallagher,David Walton,,,
A Very Long Engagement,Drama Mystery Romance War,6167817,7.7,Jean-Pierre Jeunet,Denis Lavant,André Dussollier,Albert Dupontel,,,
Lolita,Crime Drama Romance,,7.7,Stanley Kubrick,James Mason,Shelley Winters,Lois Maxwell,,,
Eye See You,Crime Horror Mystery Thriller,,5.3,Jim Gillespie,Sylvester Stallone,Tom Berenger,Charles S. Dutton,,,
Blade II,Action Horror Sci-Fi Thriller,81645152,6.7,Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,,,
Seven Pounds,Drama Romance,69951824,7.7,Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,,,
Bullet to the Head,Action Thriller,9483821,5.7,Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,,,
The Godfather: Part III,Crime Drama,66676062,7.6,Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,,,
Elizabethtown,Comedy Drama Romance,26838389,6.4,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,,,
You, Me and Dupree,Comedy Romance,75604320,5.6,Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,,
Superman II,Action Adventure Romance Sci-Fi,108200000,6.8,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,,,
Gigli,Comedy Crime Romance,5660084,2.4,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,,,
All the King's Men,Drama Thriller,7221458,6.2,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,,,
Shaft,Action Crime Thriller,70327868,5.9,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,,,
Anastasia,Adventure Animation Drama Family Fantasy Musical Mystery Romance,58297830,7.1,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,,,
Moulin Rouge,Drama Musical Romance,57386369,7.6,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,,,
Domestic Disturbance,Crime Mystery Thriller,45207112,5.5,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,,,
Black Mass,Biography Crime Drama,62563543,7,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,,,
Flags of Our Fathers,Drama History War,33574332,7.1,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,,,
Law Abiding Citizen,Crime Drama Thriller,73343413,7.4,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,,,
Grindhouse,Action Horror Thriller,25031037,7.6,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,,,
Beloved,Drama History Horror,22843047,5.9,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,,,
Lucky You,Drama Romance Sport,5755286,5.9,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,,,
Catch Me If You Can,Biography Crime Drama,164435221,8,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,,,
Zero Dark Thirty,Drama History Thriller,95720716,7.4,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,,,
The Break-Up,Comedy Drama Romance,118683135,5.8,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,,,
Mamma Mia!,Comedy Family Musical Romance,143704210,6.3,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,,,
Valentine's Day,Comedy Romance,110476776,5.7,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,,,
The Dukes of Hazzard,Action Adventure Comedy,80270227,5.1,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,,,
The Thin Red Line,Drama War,36385763,7.6,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,,,
The Change-Up,Comedy Fantasy,37035845,6.4,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,,,
Man on the Moon,Biography Comedy Drama,34580635,7.4,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,,,
Casino,Biography Crime Drama,42438300,8.2,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,,,
From Paris with Love,Action Thriller,23324666,6.5,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,,,
Bulletproof Monk,Action Comedy Fantasy,23020488,5.5,Paul Hunter,Jaime King,Mako,Victoria Smurfit,,,
Me Myself & Irene,Comedy,90567722,6.5,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,,,
Barnyard,Animation Comedy Family,72601713,5.6,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,,,
Deck the Halls,Comedy Family,35092918,4.9,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,,,
The Twilight Saga: New Moon,Adventure Drama Fantasy Romance,296623634,4.6,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,,,
Shrek,Adventure Animation Comedy Family Fantasy,267652016,7.9,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,,,
The Adjustment Bureau,Romance Sci-Fi Thriller,62453315,7.1,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,,,
Robin Hood: Prince of Thieves,Action Adventure Drama Romance,165500000,6.9,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,,,
Jerry Maguire,Comedy Drama Romance Sport,153620822,7.3,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,,,
Ted,Comedy Fantasy,218628680,7,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,,,
As Good as It Gets,Comedy Drama Romance,147637474,7.7,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,,,
Patch Adams,Biography Comedy Drama Romance,135014968,6.7,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,,,
Anchorman 2: The Legend Continues,Comedy,2175312,6.3,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,,,
Mr. Deeds,Comedy Romance,126203320,5.8,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,,,
Super 8,Mystery Sci-Fi Thriller,126975169,7.1,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,,,
Erin Brockovich,Biography Drama,125548685,7.3,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,,,
How to Lose a Guy in 10 Days,Comedy Romance,105807520,6.4,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,,,
22 Jump Street,Action Comedy Crime,191616238,7.1,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,,,
Interview with the Vampire: The Vampire Chronicles,Drama Fantasy Horror,105264608,7.6,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,,,
Yes Man,Comedy Romance,97680195,6.8,Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,,,
Central Intelligence,Action Comedy Crime,126088877,6.6,Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park,,,
Stepmom,Comedy Drama,91030827,6.7,Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell,,,
Daddy's Home,Comedy Family,150315155,6.1,Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,,,
Into the Woods,Adventure Comedy Drama Fantasy Musical,127997349,6,Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,,,
Inside Man,Crime Drama Mystery Thriller,88504640,7.6,Spike Lee,Denzel Washington,James Ransone,Peter Gerety,,,
Payback,Action Crime Drama Thriller,81517441,7.1,Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane,,,
Congo,Action Adventure Mystery Sci-Fi,81022333,5,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,,,
We Bought a Zoo,Comedy Drama Family,75621915,7.1,Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak,,,
Knowing,Drama Mystery Sci-Fi Thriller,79948113,6.2,Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,,,
Failure to Launch,Comedy Romance,88658172,5.6,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,,,
The Ring Two,Horror Mystery,75888270,5.4,Hideo Nakata,Naomi Watts,Gary Cole,Sissy Spacek,,,
Crazy, Stupid, Love.,Comedy Drama Romance,84244877,7.4,Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell,
Garfield,Animation Comedy Family Fantasy,75367693,5,Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,,,
Christmas with the Kranks,Comedy Family,73701902,5.2,Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,,,
Moneyball,Biography Drama Sport,75605492,7.6,Bennett Miller,Philip Seymour Hoffman,Robin Wright,Brad Pitt,,,
Outbreak,Action Drama Thriller,67823573,6.6,Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,,,
Non-Stop,Action Mystery Thriller,91439400,7,Jaume Collet-Serra,Liam Neeson,Nate Parker,Scoot McNairy,,,
Race to Witch Mountain,Action Adventure Family Fantasy Sci-Fi Thriller,67128202,5.7,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,,,
V for Vendetta,Action Drama Thriller,70496802,8.2,James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,,,
Shanghai Knights,Action Adventure Comedy,60470220,6.2,David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,,,
Unforgotten           ,Crime Drama,,7.9,,Bernard Hill,Gemma Jones,Nicola Walker,,,
Curious George,Adventure Animation Comedy Family,58336565,6.6,Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,,,
Herbie Fully Loaded,Adventure Comedy Family Fantasy Romance Sport,66002004,4.7,Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,,,
Don't Say a Word,Crime Drama Mystery Thriller,54997476,6.3,Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,,,
Hansel & Gretel: Witch Hunters,Action Fantasy Horror,55682070,6.1,Tommy Wirkola,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,,,
Unfaithful,Drama Thriller,52752475,6.7,Adrian Lyne,Olivier Martinez,Erik Per Sullivan,Chad Lowe,,,
I Am Number Four,Action Adventure Sci-Fi Thriller,55092830,6.1,D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon,,,
Syriana,Drama Thriller,50815288,7,Stephen Gaghan,Matt Damon,Amr Waked,Kayvan Novak,,,
13 Hours,Action Drama Thriller War,52822418,7.4,Michael Bay,Toby Stephens,James Badge Dale,David Costabile,,,
The Book of Life,Adventure Animation Comedy Family Fantasy Romance,50150619,7.3,Jorge R. Gutiérrez,Channing Tatum,Hector Elizondo,Ana de la Reguera,,,
Firewall,Crime Thriller,48745150,5.8,Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,,,
Absolute Power,Action Crime Drama Thriller,50007168,6.7,Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn,,,
G.I. Jane,Action Drama War,48154732,5.8,Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins,,,
The Game,Drama Mystery Thriller,48265581,7.8,David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,,,
Silent Hill,Adventure Horror Mystery,46982632,6.6,Christophe Gans,Radha Mitchell,Deborah Kara Unger,Alice Krige,,,
The Replacements,Comedy Sport,44737059,6.5,Howard Deutch,Keanu Reeves,Jon Favreau,Faizon Love,,,
American Reunion,Comedy,56724080,6.7,Jon Hurwitz,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,,,
The Negotiator,Action Crime Drama Mystery Thriller,44484065,7.3,F. Gary Gray,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,,,
Into the Storm,Action Thriller,47553512,5.8,Steven Quale,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,,,
Beverly Hills Cop III,Action Comedy Crime Thriller,42610000,5.5,John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill,,,
Gremlins 2: The New Batch,Comedy Fantasy Horror,41482207,6.3,Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,,,
The Judge,Crime Drama,47105085,7.4,David Dobkin,Robert Downey Jr.,Robert Duvall,Leighton Meester,,,
The Peacemaker,Action Thriller,41256277,5.9,Mimi Leder,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,,,
Resident Evil: Apocalypse,Action Horror Sci-Fi Thriller,50740078,6.2,Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps,,,
Bridget Jones: The Edge of Reason,Comedy Drama Romance,40203020,5.9,Beeban Kidron,Colin Firth,Jim Broadbent,Celia Imrie,,,
Out of Time,Crime Drama Romance Thriller,40905277,6.5,Carl Franklin,Denzel Washington,Sanaa Lathan,John Billingsley,,,
On Deadly Ground,Action Adventure Thriller,38590500,4.4,Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen,,,
The Adventures of Sharkboy and Lavagirl 3-D,Action Adventure Family Fantasy,39177541,3.5,Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley,,,
The Beach,Adventure Drama Thriller,39778599,6.6,Danny Boyle,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,,,
Raising Helen,Comedy Drama Romance,37486138,6,Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin,,,
Ninja Assassin,Action Crime Thriller,38105077,6.4,James McTeigue,Shô Kosugi,Ben Miles,Rain,,,
For Love of the Game,Drama Romance Sport,35168395,6.5,Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,,,
A Touch of Frost         ,Crime Drama Mystery,,7.8,,David Jason,Bruce Alexander,John Lyons,,,
Striptease,Comedy Crime Drama Thriller,32800000,4.3,Andrew Bergman,Demi Moore,Rumer Willis,Paul Guilfoyle,,,
Marmaduke,Comedy Family,33643461,4.2,Tom Dey,Emma Stone,Judy Greer,Steve Coogan,,,
Hereafter,Drama Fantasy,32741596,6.5,Clint Eastwood,Matt Damon,Jay Mohr,Cécile De France,,,
Murder by Numbers,Crime Mystery Thriller,31874869,6.1,Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner,,,
Assassins,Action Crime Thriller,30306268,6.3,Richard Donner,Muse Watson,Sylvester Stallone,Kelly Rowan,,,
Hannibal Rising,Crime Drama Thriller,27667947,6.2,Peter Webber,Li Gong,Stephen Walters,Richard Brake,,,
The Story of Us,Comedy Drama Romance,27067160,5.9,Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson,,,
The Host,Action Adventure Romance Sci-Fi Thriller,26616999,5.9,Andrew Niccol,J.D. Evermore,Chandler Canterbury,Rachel Roberts,,,
Basic,Action Crime Drama Mystery Thriller,26536120,6.5,John McTiernan,Connie Nielsen,Harry Connick Jr.,Tim Daly,,,
Blood Work,Action Crime Drama Mystery Thriller,26199517,6.4,Clint Eastwood,Clint Eastwood,Anjelica Huston,Rick Hoffman,,,
The International,Action Crime Drama Mystery Thriller,25450527,6.5,Tom Tykwer,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl,,,
Escape from L.A.,Action Adventure Sci-Fi Thriller,25407250,5.7,John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes,,,
Twisted   ,Drama Mystery Thriller,,7.5,,Grey Damon,Brittany Curran,Aaron Hill,,,
The Iron Giant,Action Adventure Animation Comedy Drama Family Sci-Fi,23159305,8,Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,,,
The Life Aquatic with Steve Zissou,Adventure Comedy Drama,24006726,7.3,Wes Anderson,Bill Murray,Anjelica Huston,Matthew Gray Gubler,,,
Free State of Jones,Action Biography Drama History War,20389967,6.7,Gary Ross,Matthew McConaughey,Donald Watkins,Jessica Collins,,,
The Life of David Gale,Crime Drama Thriller,19593740,7.5,Alan Parker,Kevin Spacey,Kate Winslet,Matt Craven,,,
Man of the House,Action Comedy,19118247,5.4,Stephen Herek,Christina Milian,Vanessa Ferlito,Kelli Garner,,,
Run All Night,Action Crime Drama Thriller,26442251,6.6,Jaume Collet-Serra,Liam Neeson,Common,Bruce McGill,,,
Eastern Promises,Crime Mystery Thriller,17114882,7.7,David Cronenberg,Viggo Mortensen,Naomi Watts,Raza Jaffrey,,,
Into the Blue,Action Adventure Crime Thriller,18472363,5.8,John Stockwell,Paul Walker,James Frain,Ashley Scott,,,
The Messenger: The Story of Joan of Arc,Adventure Biography Drama History War,14131298,6.4,Luc Besson,Paul Brooke,David Bailie,Rab Affleck,,,
Your Highness,Adventure Comedy Fantasy,21557240,5.6,David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco,,,
Dream House,Drama Mystery Thriller,21283440,6,Jim Sheridan,Naomi Watts,Gregory Smith,Sarah Gadon,,,
Mad City,Crime Drama Thriller,10556196,6.2,Costa-Gavras,Mia Kirshner,Blythe Danner,William Atherton,,,
Baby's Day Out,Adventure Comedy Crime Drama Family,16671505,5.9,Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,,,
The Scarlet Letter,Drama Romance,10400000,5.1,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,,,
Fair Game,Biography Drama Thriller,9528092,6.8,Doug Liman,Naomi Watts,Ty Burrell,Brooke Smith,,,
Defiance            ,Action Drama Sci-Fi,,7,,Julie Benz,Tony Curran,Grant Bowler,,,
Domino,Action Biography Crime Drama Thriller,10137232,6,Tony Scott,Ian Ziering,Mo'Nique,Edgar Ramírez,,,
Jade,Crime Drama Thriller,9795017,5.1,William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino,,,
Gamer,Action Sci-Fi Thriller,20488579,5.8,Mark Neveldine,Gerard Butler,Logan Lerman,Alison Lohman,,,
Beautiful Creatures,Drama Fantasy Romance,19445217,6.2,Richard LaGravenese,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,,,
Death to Smoochy,Comedy Crime Drama Thriller,8355815,6.4,Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn,,,
Zoolander 2,Comedy,28837115,4.8,Ben Stiller,Milla Jovovich,Will Ferrell,Justin Theroux,,,
The Big Bounce,Comedy Crime,6471394,4.9,George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson,,,
What Planet Are You From?,Comedy Sci-Fi,6291602,5.6,Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,,,
Drive Angry,Action Fantasy Thriller,10706786,5.5,Patrick Lussier,Nicolas Cage,Billy Burke,Katy Mixon,,,
Street Fighter: The Legend of Chun-Li,Action Crime Drama Mystery Thriller,8742261,3.7,Andrzej Bartkowiak,Chris Klein,Robin Shou,Josie Ho,,,
Outlander,Drama Romance Sci-Fi,,8.5,,Tobias Menzies,Graham McTavish,Stephen Walters,,,
The Adventures of Ford Fairlane,Action Adventure Comedy Crime Music Mystery,21413502,6.3,Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,,,
Pirate Radio,Comedy Drama Music,7994115,7.4,Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,,,
Traffic,Crime Drama Thriller,124107476,7.6,Steven Soderbergh,Michael O'Neill,Jacob Vargas,James Lew,,,
Indiana Jones and the Last Crusade,Action Adventure Fantasy,197171806,8.3,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,,,
Anna Karenina,Drama Romance,12802907,6.6,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,,,
Chappie,Action Crime Drama Sci-Fi Thriller,31569268,6.9,Neill Blomkamp,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,,,
The Bone Collector,Crime Drama Mystery Thriller,66488090,6.7,Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,Leland Orser,,,
Panic Room,Crime Drama Thriller,95308367,6.8,David Fincher,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,,,
The Tooth Fairy,Horror Thriller,,4.6,Chuck Bowman,P.J. Soles,Lochlyn Munro,Steve Bacic,,,
Three Kings,Action Adventure Comedy Drama War,60652036,7.1,David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson,,,
